paper_id,keywords
10.1016/j.compgeo.2024.106135,Deep Excavations in Clay
10.1016/j.compgeo.2024.106135,Hierarchical Bayesian Model (HBM)
10.1016/j.compgeo.2024.106135,Observational Method
10.1016/j.compgeo.2024.106135,Wall Deflection
10.1145/3544549.3585794,database management system
10.1145/3544549.3585794,error
10.1145/3544549.3585794,query execution plan
10.1145/3544549.3585794,SQL
10.1145/3544549.3585794,usability
10.1016/j.cogsys.2024.101216,Challenge
10.1016/j.cogsys.2024.101216,Database
10.1016/j.cogsys.2024.101216,Deep learning
10.1016/j.cogsys.2024.101216,Feature
10.1016/j.cogsys.2024.101216,Neural network
10.1016/j.cogsys.2024.101216,Vector
10.2478/amns.2023.2.01066,Adaptive thresholding method
10.2478/amns.2023.2.01066,Image grayscaling
10.2478/amns.2023.2.01066,Internet technology
10.2478/amns.2023.2.01066,Visual communication database
10.2478/amns.2023.2.01066,Yi lacquer art
10.1016/j.compbiomed.2024.108201,Biomarkers
10.1016/j.compbiomed.2024.108201,Cancers
10.1016/j.compbiomed.2024.108201,Lysosome
10.1016/j.compbiomed.2024.108201,Machine learning
10.1016/j.compbiomed.2024.108201,Preeclampsia
10.2478/amns.2023.2.01665,Application development
10.2478/amns.2023.2.01665,Database
10.2478/amns.2023.2.01665,Mapreduce programming
10.2478/amns.2023.2.01665,MVC architecture
10.2478/amns.2023.2.01665,Paillier homomorphic encryption
10.1109/ICEDCS60513.2023.00059,Convolutional neural network
10.1109/ICEDCS60513.2023.00059,Image classification
10.1109/ICEDCS60513.2023.00059,Image database
10.1109/ICEDCS60513.2023.00059,MHPA
10.1109/SIPAIM56729.2023.10373523,cytology
10.1109/SIPAIM56729.2023.10373523,machine learning
10.1109/SIPAIM56729.2023.10373523,malignancy prediction
10.1109/SIPAIM56729.2023.10373523,pathomics
10.1109/SIPAIM56729.2023.10373523,radiomics
10.1109/SIPAIM56729.2023.10373523,Thyroid nodule
10.1109/SIPAIM56729.2023.10373523,ultrasound
10.1145/3609987.3609994,Database
10.1145/3609987.3609994,Developers
10.1145/3609987.3609994,Interview
10.1145/3609987.3609994,Perceptions
10.1145/3609987.3609994,Students
10.1145/3609987.3609994,Technology adoption
10.1007/s41315-023-00310-1,Convolutional neural networks
10.1007/s41315-023-00310-1,Deep learning
10.1007/s41315-023-00310-1,Face database
10.1007/s41315-023-00310-1,Face recognition
10.1007/s41315-023-00310-1,Smart attendance system
10.1109/ICACIC59454.2023.10435349,android application
10.1109/ICACIC59454.2023.10435349,chemical elements
10.1109/ICACIC59454.2023.10435349,cloud database
10.1109/ICACIC59454.2023.10435349,reactions
10.1109/ICACIC59454.2023.10435349,speech recognition
10.1016/j.procs.2023.11.108,Database Design
10.1016/j.procs.2023.11.108,DB2 Database
10.1016/j.procs.2023.11.108,Digital Teaching Case Base System
10.1016/j.procs.2023.11.108,Function Design
10.1109/CISCT57197.2023.10351417,Bluetooth
10.1109/CISCT57197.2023.10351417,Cloud
10.1109/CISCT57197.2023.10351417,communication
10.1109/CISCT57197.2023.10351417,DBMS
10.1109/CISCT57197.2023.10351417,Electricity
10.1109/CISCT57197.2023.10351417,IoT
10.1109/CISCT57197.2023.10351417,Lora
10.1109/CISCT57197.2023.10351417,microprocessors
10.1109/CISCT57197.2023.10351417,MQTT
10.1109/CISCT57197.2023.10351417,OLED
10.1109/CISCT57197.2023.10351417,Raspberry Pi
10.1109/CISCT57197.2023.10351417,security
10.1109/CISCT57197.2023.10351417,Signal processing
10.1109/CISCT57197.2023.10351417,Smart Transformer
10.1109/CISCT57197.2023.10351417,Wi-Fi
10.1016/j.compgeo.2023.105967,Degree of understanding
10.1016/j.compgeo.2023.105967,Fuzzy bearing resistance
10.1016/j.compgeo.2023.105967,Fuzzy clustering and partitioning
10.1016/j.compgeo.2023.105967,Possibility theory
10.1016/j.compgeo.2023.105967,Probability–to–possibility transformation
10.1016/j.compgeo.2023.105967,Reliability assessment
10.1109/LA-CCI58595.2023.10409408,Emotion Recognition
10.1109/LA-CCI58595.2023.10409408,Facial Expressions
10.1109/LA-CCI58595.2023.10409408,Hybrid Architecture
10.1109/LA-CCI58595.2023.10409408,Personalized Therapies
10.1109/ACCESS.2024.3349487,Braille
10.1109/ACCESS.2024.3349487,cryptography
10.1109/ACCESS.2024.3349487,password
10.1109/ACCESS.2024.3349487,security
10.1109/ACCESS.2024.3349487,transformation
10.5194/isprs-archives-XLVIII-1-W1-2023-511-2023,geospatial data
10.5194/isprs-archives-XLVIII-1-W1-2023-511-2023,MMS
10.5194/isprs-archives-XLVIII-1-W1-2023-511-2023,mobile mapping
10.5194/isprs-archives-XLVIII-1-W1-2023-511-2023,OSM
10.5194/isprs-archives-XLVIII-1-W1-2023-511-2023,point cloud
10.5194/isprs-archives-XLVIII-1-W1-2023-511-2023,topographic database
10.5194/isprs-archives-XLVIII-1-W1-2023-511-2023,UAS
10.5194/isprs-archives-XLVIII-1-W1-2023-511-2023,urban management
10.1016/j.ascom.2024.100791,Astrochemistry
10.1016/j.ascom.2024.100791,Astronomical databases: miscellaneous
10.1016/j.ascom.2024.100791,Line: identification
10.1016/j.ascom.2024.100791,Methods: numerical
10.1016/j.ascom.2024.100791,Molecular data
10.1016/j.eswa.2023.121489,Data mining
10.1016/j.eswa.2023.121489,High-utility itemset mining
10.1016/j.eswa.2023.121489,Negative profit
10.1016/j.eswa.2023.121489,Unstable negative profits
10.1016/j.jvcir.2023.104033,3D facial expression
10.1016/j.jvcir.2023.104033,Affective database
10.1016/j.jvcir.2023.104033,Ecological validity
10.1016/j.jvcir.2023.104033,Facial expression recognition
10.1016/j.jvcir.2023.104033,Human-computer interaction
10.1016/j.jvcir.2023.104033,Spontaneous expressions
10.1145/3584372.3588672,complexity
10.1145/3584372.3588672,concurrency control
10.1145/3584372.3588672,robustness
10.1108/JMTM-03-2023-0114,Industry 4.0
10.1108/JMTM-03-2023-0114,Lean manufacturing
10.1108/JMTM-03-2023-0114,Manufacturing technology
10.1108/JMTM-03-2023-0114,Network theory
10.1016/j.cad.2023.103630,CAD assembly
10.1016/j.cad.2023.103630,Collision-free solver
10.1016/j.cad.2023.103630,Database expansion
10.1016/j.cad.2023.103630,Part retrieval and reuse
10.1016/j.cad.2023.103630,Reassembly strategies
10.1145/3634848.3634859,A/B Test
10.1145/3634848.3634859,Software Requirements
10.1145/3634848.3634859,Software Testing
10.1145/3634848.3634859,UX/UI Design
10.1007/s10115-023-02009-y,Database indexing
10.1007/s10115-023-02009-y,Geographical information systems (GIS)
10.1007/s10115-023-02009-y,Mobility datasets
10.1007/s10115-023-02009-y,RDBMS
10.1007/s10115-023-02009-y,Spatiotemporal databases
10.1007/s10115-023-02009-y,Temporal databases
10.1016/j.specom.2023.103008,Causal processing
10.1016/j.specom.2023.103008,Convolutional encoder–decoder
10.1016/j.specom.2023.103008,Deep learning
10.1016/j.specom.2023.103008,Phase estimation
10.1016/j.specom.2023.103008,Quality and intelligibility
10.1016/j.specom.2023.103008,Recurrent networks
10.1016/j.specom.2023.103008,Speech enhancement
10.1117/12.2683433,Active defense
10.1117/12.2683433,Database security
10.1117/12.2683433,Instruction set randomization
10.1109/ICNGN59831.2023.10396786,operator pushdown
10.1109/ICNGN59831.2023.10396786,parallel computing
10.1109/ICNGN59831.2023.10396786,query task fragmentation
10.1109/ICNGN59831.2023.10396786,storage and compute separation
10.1145/3594441.3594448,Ivey case
10.1145/3594441.3594448,Metauniverse model
10.1145/3594441.3594448,Reform of Accounting Case Teaching
10.1145/3594441.3594448,The Harvard case
10.1145/3583788.3583819,5G
10.1145/3583788.3583819,Fingerprint database
10.1145/3583788.3583819,Indoor positioning
10.1145/3583788.3583819,Machine learning
10.1145/3615833.3628590,learned index
10.1145/3615833.3628590,spatial relationship query
10.1145/3584372.3588680,cardinality estimation
10.1145/3584372.3588680,data summary
10.1016/j.bspc.2023.105791,Deep learning method
10.1016/j.bspc.2023.105791,IMSF-Net
10.1016/j.bspc.2023.105791,Permutation importance algorithm
10.1016/j.bspc.2023.105791,PPG-based blood pressure estimation
10.1016/j.bspc.2023.105791,UCI database
10.1109/ICAICA58456.2023.10405528,machine learning
10.1109/ICAICA58456.2023.10405528,Natural language processing
10.1109/ICAICA58456.2023.10405528,SQL injection
10.1109/ICAICA58456.2023.10405528,SVM
10.1109/ICAICA58456.2023.10405528,word2vec
10.1109/TII.2023.3324940,Distance optimization
10.1109/TII.2023.3324940,human action monitoring
10.1109/TII.2023.3324940,reference learning
10.1145/3576840.3578281,Contextsensitive tracking
10.1145/3576840.3578281,New IR features
10.1145/3576840.3578281,post-retraction retrieval
10.1145/3576840.3578281,Retracted research papers
10.1109/TKDE.2024.3359710,Arrays
10.1109/TKDE.2024.3359710,big table
10.1109/TKDE.2024.3359710,data mining
10.1109/TKDE.2024.3359710,database
10.1109/TKDE.2024.3359710,Databases
10.1109/TKDE.2024.3359710,dynamic cardinality estimation
10.1109/TKDE.2024.3359710,Estimation
10.1109/TKDE.2024.3359710,Hash functions
10.1109/TKDE.2024.3359710,Memory management
10.1109/TKDE.2024.3359710,Probability distribution
10.1109/TKDE.2024.3359710,Registers
10.1109/TKDE.2024.3359710,sketch
10.1109/TCSS.2024.3355113,Adaptation models
10.1109/TCSS.2024.3355113,Affinity graph diffusion
10.1109/TCSS.2024.3355113,Databases
10.1109/TCSS.2024.3355113,domain shift
10.1109/TCSS.2024.3355113,Face recognition
10.1109/TCSS.2024.3355113,facial expression recognition
10.1109/TCSS.2024.3355113,graph learning
10.1109/TCSS.2024.3355113,matrix factorization
10.1109/TCSS.2024.3355113,Optimization
10.1109/TCSS.2024.3355113,Representation learning
10.1109/TCSS.2024.3355113,Space mapping
10.1109/TCSS.2024.3355113,Sparse matrices
10.4230/LIPIcs.ICDT.2024.23,Degree Constraints
10.4230/LIPIcs.ICDT.2024.23,Join Sampling
10.4230/LIPIcs.ICDT.2024.23,Polymatroid Bounds
10.4230/LIPIcs.ICDT.2024.23,Subgraph Sampling
10.1016/j.cageo.2023.105479,Machine learning
10.1016/j.cageo.2023.105479,Rating cone index
10.1016/j.cageo.2023.105479,Soil moisture
10.1016/j.cageo.2023.105479,Soil strength
10.1007/s11042-023-15393-y,Agricultural pests and diseases
10.1007/s11042-023-15393-y,Database
10.1007/s11042-023-15393-y,Multimedia technology adoption
10.1016/j.compbiomed.2024.108072,Adaptive feature transfer
10.1016/j.compbiomed.2024.108072,Annotated data scarcity
10.1016/j.compbiomed.2024.108072,Domain discrepancy
10.1016/j.compbiomed.2024.108072,Heartbeat classification
10.1016/j.compbiomed.2024.108072,Unsupervised learning
10.1145/3552326.3567494,Checkpointing
10.1145/3552326.3567494,Deterministic databases
10.1145/3552326.3567494,Logging
10.1145/3552326.3567494,Non-volatile memory
10.1145/3552326.3567494,Recovery
10.1016/j.eswa.2023.122841,Convolutional Neural Network
10.1016/j.eswa.2023.122841,Database executor
10.1016/j.eswa.2023.122841,Decision optimization
10.1109/TIT.2023.3344717,Federated submodel learning
10.1109/TIT.2023.3344717,private set union
10.1109/TIT.2023.3344717,symmetric private information retrieval
10.1109/JIOT.2024.3358349,Cloud computing
10.1109/JIOT.2024.3358349,cloud computing
10.1109/JIOT.2024.3358349,Data privacy
10.1109/JIOT.2024.3358349,Databases
10.1109/JIOT.2024.3358349,Indoor positioning
10.1109/JIOT.2024.3358349,inner product encryption
10.1109/JIOT.2024.3358349,IP networks
10.1109/JIOT.2024.3358349,Location awareness
10.1109/JIOT.2024.3358349,Privacy
10.1109/JIOT.2024.3358349,privacy preserving
10.1109/JIOT.2024.3358349,WiFi localization
10.1109/JIOT.2024.3358349,Wireless fidelity
10.1007/s10489-023-05231-x,Fire Engineering
10.1007/s10489-023-05231-x,Flame images
10.1007/s10489-023-05231-x,Image analysis
10.1007/s10489-023-05231-x,Semantic segmentation
10.1007/s10489-023-05231-x,Smart firefighting
10.1109/TSG.2023.3276390,Closed-loop prediction
10.1109/TSG.2023.3276390,small hydropower power generation prediction
10.1109/TSG.2023.3276390,time-series data matching
10.1109/TSG.2023.3276390,transfer learning
10.1109/ICEBE59045.2023.00043,Android
10.1109/ICEBE59045.2023.00043,biometrics
10.1109/ICEBE59045.2023.00043,Business Model Canvas
10.1109/ICEBE59045.2023.00043,multi-factor authentication
10.1109/ICEBE59045.2023.00043,security
10.1109/ICEBE59045.2023.00043,Value Proposition Canvas
10.1016/j.aei.2023.102293,BERT
10.1016/j.aei.2023.102293,Flash flood
10.1016/j.aei.2023.102293,Multi-label text classification
10.1016/j.aei.2023.102293,Text classification
10.1016/j.jmgm.2023.108669,Drug design
10.1016/j.jmgm.2023.108669,Drug discovery
10.1016/j.jmgm.2023.108669,Fragment based design
10.1016/j.jmgm.2023.108669,Fragment-based drug design (FBDD)
10.1016/j.jmgm.2023.108669,Structure based design
10.1145/3555041.3589404,databases
10.1145/3555041.3589404,quantum computing
10.1145/3555041.3589404,quantum machine learning
10.1109/ICEDCS60513.2023.00105,Big data
10.1109/ICEDCS60513.2023.00105,database
10.1109/ICEDCS60513.2023.00105,information system
10.1109/ICEDCS60513.2023.00105,network
10.1109/ICEDCS60513.2023.00105,visualization
10.1109/JBHI.2024.3368049,atrial fibrillation
10.1109/JBHI.2024.3368049,attention network
10.1109/JBHI.2024.3368049,Databases
10.1109/JBHI.2024.3368049,deep learning
10.1109/JBHI.2024.3368049,Electrocardiography
10.1109/JBHI.2024.3368049,Estimation
10.1109/JBHI.2024.3368049,heart rate variability
10.1109/JBHI.2024.3368049,Heart rate variability
10.1109/JBHI.2024.3368049,motion analysis
10.1109/JBHI.2024.3368049,Motion segmentation
10.1109/JBHI.2024.3368049,remote photoplethysmography
10.1109/JBHI.2024.3368049,Standards
10.1109/JBHI.2024.3368049,Videos
10.1016/j.compgeo.2023.105933,Machine learning
10.1016/j.compgeo.2023.105933,Macro-mechanical properties prediction
10.1016/j.compgeo.2023.105933,Rock
10.1016/j.compgeo.2023.105933,Upscaling
10.1007/s11128-024-04288-y,Bell state
10.1007/s11128-024-04288-y,Entanglement swapping
10.1007/s11128-024-04288-y,Multi-user quantum private query
10.1007/s11128-024-04288-y,Two-way quantum identity authentication
10.1108/IR-11-2023-0284,Kernelized movement primitives (KMP)
10.1108/IR-11-2023-0284,Obstacle avoidance
10.1108/IR-11-2023-0284,Physical human–robot interaction
10.1108/IR-11-2023-0284,Trajectory adaptation
10.1109/TKDE.2024.3363009,Approximation algorithms
10.1109/TKDE.2024.3363009,Automobiles
10.1109/TKDE.2024.3363009,Clustering algorithms
10.1109/TKDE.2024.3363009,Databases
10.1109/TKDE.2024.3363009,Decision making
10.1109/TKDE.2024.3363009,Logistics
10.1109/TKDE.2024.3363009,Minimization
10.1109/TKDE.2024.3363009,Multi-criteria decision-making
10.1109/TKDE.2024.3363009,Rank-regret
10.1109/TKDE.2024.3363009,Regret-ratio
10.1109/TKDE.2024.3363009,Skyline
10.1109/TKDE.2024.3363009,Top-k query
10.1016/j.patcog.2023.110240,Adaptive characteristics
10.1016/j.patcog.2023.110240,Attention-based dropout
10.1016/j.patcog.2023.110240,Hierarchically-salient features
10.1016/j.patcog.2023.110240,Robust object recognition
10.1109/BigDIA60676.2023.10429609,high-dimensional data
10.1109/BigDIA60676.2023.10429609,nearest neighbors' search
10.1109/BigDIA60676.2023.10429609,similarity metrics
10.1109/BigDIA60676.2023.10429609,similarity search
10.1109/BigDIA60676.2023.10429609,vector databases
10.1016/j.bspc.2023.105750,Nonlinear features
10.1016/j.bspc.2023.105750,Paroxysmal atrial fibrillation
10.1016/j.bspc.2023.105750,R-R interval time series
10.1016/j.bspc.2023.105750,Time-domain features
10.1016/j.ins.2024.120272,3D classification meta-learner
10.1016/j.ins.2024.120272,3D meta-features
10.1016/j.ins.2024.120272,3D point-cloud classification
10.1016/j.ins.2024.120272,Algorithm selection
10.1016/j.ins.2024.120272,Meta-learning
10.1016/j.bspc.2023.105799,Atrial fibrillation
10.1016/j.bspc.2023.105799,Domain adaptation
10.1016/j.bspc.2023.105799,Dynamic adaptive module
10.1016/j.bspc.2023.105799,Dynamic transfer learning
10.1016/j.bspc.2023.105799,ECG
10.1016/j.bspc.2023.105799,MCC loss
10.3390/s24010008,antenna sensing
10.3390/s24010008,database
10.3390/s24010008,deep learning
10.3390/s24010008,electromagnetic imaging
10.1109/CIPAE60493.2023.00053,Association Rules
10.1109/CIPAE60493.2023.00053,B/S mode
10.1109/CIPAE60493.2023.00053,SQL Server database
10.1016/j.displa.2023.102585,Spatio-temporal modeling
10.1016/j.displa.2023.102585,Temporal information
10.1016/j.displa.2023.102585,Video quality assessment
10.1016/j.bspc.2023.105502,ACE2
10.1016/j.bspc.2023.105502,Asthma
10.1016/j.bspc.2023.105502,Comorbidity
10.1016/j.bspc.2023.105502,COVID-19
10.1016/j.bspc.2023.105502,Host factor
10.1016/j.bspc.2023.105502,SARS-CoV-2
10.1186/s40537-023-00857-7,Class Imbalance Problem
10.1186/s40537-023-00857-7,Clinical decision support
10.1186/s40537-023-00857-7,Clinical prediction model
10.1186/s40537-023-00857-7,External validation
10.1186/s40537-023-00857-7,Machine learning
10.1186/s40537-023-00857-7,Patient-level prediction
10.1145/3552326.3587434,dynamic datasets
10.1145/3552326.3587434,index structure
10.1145/3552326.3587434,key distribution
10.1145/3639390.3639393,Articulated Body Pose Estimation
10.1145/3639390.3639393,Artificial Intelligence
10.1145/3639390.3639393,Data Mining
10.1145/3639390.3639393,Gait Recognition
10.1145/3639390.3639393,Sequential Pattern Mining
,Human-in-the-loop
,In-context Learning
,Large Language Model
,Machine Translation
,Natural Language Processing
,Prompt Engineering
10.1109/TSC.2024.3356728,Cloud computing
10.1109/TSC.2024.3356728,Databases
10.1109/TSC.2024.3356728,Encryption
10.1109/TSC.2024.3356728,Multiparty Computation
10.1109/TSC.2024.3356728,Private Set Intersection
10.1109/TSC.2024.3356728,Protocols
10.1109/TSC.2024.3356728,Receivers
10.1109/TSC.2024.3356728,Search problems
10.1109/TSC.2024.3356728,Searchable Encryption
10.1109/TSC.2024.3356728,Servers
10.1177/17298806241229270,6 DOF pose estimation
10.1177/17298806241229270,deep learning
10.1177/17298806241229270,monocular image
10.1177/17298806241229270,Robot vision systems
10.1109/THMS.2024.3351138,Canthus
10.1109/THMS.2024.3351138,Estimation
10.1109/THMS.2024.3351138,face photograph
10.1109/THMS.2024.3351138,Face recognition
10.1109/THMS.2024.3351138,Faces
10.1109/THMS.2024.3351138,facial feature
10.1109/THMS.2024.3351138,Facial features
10.1109/THMS.2024.3351138,Head
10.1109/THMS.2024.3351138,head-pose estimation
10.1109/THMS.2024.3351138,Magnetic heads
10.1109/THMS.2024.3351138,Solid modeling
10.1109/THMS.2024.3351138,three-dimensional (3-D) face model
10.14733/cadaps.2024.S17.132-143,Artificial Intelligence
10.14733/cadaps.2024.S17.132-143,Computer Vision
10.14733/cadaps.2024.S17.132-143,Driving Operation
10.14733/cadaps.2024.S17.132-143,Driving Safety
10.14733/cadaps.2024.S17.132-143,Virtual Reality Solutions
10.1016/j.eswa.2023.121324,Aerodynamic database prediction
10.1016/j.eswa.2023.121324,Computational fluid dynamics
10.1016/j.eswa.2023.121324,Deep learning
10.1016/j.eswa.2023.121324,Machine learning
10.1016/j.eswa.2023.121324,Surrogate models
10.1109/ACCESS.2023.3346997,biometrics
10.1109/ACCESS.2023.3346997,domain adaptation
10.1109/ACCESS.2023.3346997,Electrocardiogram
10.1109/ACCESS.2023.3346997,multi-branch architecture
10.1109/ACCESS.2023.3346997,weight fusion adaptive attention mechanism
10.1007/s12530-023-09562-5,Chaotic iteration
10.1007/s12530-023-09562-5,Dynamical system
10.1007/s12530-023-09562-5,Feature extraction
10.1007/s12530-023-09562-5,Video face recognition
10.1145/3539618.3591637,heterogeneous data lake
10.1145/3539618.3591637,query answering
10.1145/3539618.3591637,relational schema
10.1145/3613917.3613923,classifier fusion
10.1145/3613917.3613923,deep learning
10.1145/3613917.3613923,handwritten character recognition
10.1145/3613917.3613923,Houma alliance book
10.1016/j.egyai.2023.100331,Agrivoltaic
10.1016/j.egyai.2023.100331,Global horizontal irradiance
10.1016/j.egyai.2023.100331,Machine learning
10.1016/j.egyai.2023.100331,Site adaptation
10.1016/j.egyai.2023.100331,STRÅNG
10.1016/j.egyai.2023.100331,Sweden
10.5194/isprs-archives-XLVIII-M-2-2023-1665-2023,Abandoned assets
10.5194/isprs-archives-XLVIII-M-2-2023-1665-2023,database
10.5194/isprs-archives-XLVIII-M-2-2023-1665-2023,Emilia
10.5194/isprs-archives-XLVIII-M-2-2023-1665-2023,interoperability
10.5194/isprs-archives-XLVIII-M-2-2023-1665-2023,vocabularies
10.5194/isprs-archives-XLVIII-M-2-2023-1665-2023,WebGIS
10.5194/isprs-archives-XLVIII-4-W7-2023-261-2023,COVID-19
10.5194/isprs-archives-XLVIII-4-W7-2023-261-2023,Database
10.5194/isprs-archives-XLVIII-4-W7-2023-261-2023,FOSS GIS
10.5194/isprs-archives-XLVIII-4-W7-2023-261-2023,health geography
10.5194/isprs-archives-XLVIII-4-W7-2023-261-2023,WebGIS
10.1145/3555776.3577733,database systems
10.1145/3555776.3577733,log optimization
10.1145/3555776.3577733,non volatile memory
10.1145/3555776.3577733,relational database
10.1145/3555776.3577733,storage systems
10.1145/3580305.3599352,preference learning
10.1145/3580305.3599352,streaming algorithms
10.1145/3580305.3599352,user interaction
10.1109/TMM.2024.3356029,Databases
10.1109/TMM.2024.3356029,Depth image-based rendering
10.1109/TMM.2024.3356029,Distortion
10.1109/TMM.2024.3356029,Feature extraction
10.1109/TMM.2024.3356029,Image quality
10.1109/TMM.2024.3356029,image quality assessment
10.1109/TMM.2024.3356029,local distortion
10.1109/TMM.2024.3356029,Measurement
10.1109/TMM.2024.3356029,quality of experience (QoE)
10.1109/TMM.2024.3356029,synthesized views
10.1109/TMM.2024.3356029,Three-dimensional displays
10.1109/TMM.2024.3356029,Visualization
10.1145/3552326.3567492,Databases
10.1145/3552326.3567492,Verification
10.1145/3580305.3599543,clinical time series
10.1145/3580305.3599543,irregularly sampled time series
10.1145/3580305.3599543,multi-scale representation
10.1016/j.aei.2023.102224,Compaction
10.1016/j.aei.2023.102224,Database
10.1016/j.aei.2023.102224,LSM-tree
10.1016/j.aei.2023.102224,Time-series
10.1145/3588195.3595942,concurrency control
10.1145/3588195.3595942,many-core machines
10.1145/3588195.3595942,timestamp allocation
10.1016/j.future.2024.03.012,Database systems
10.1016/j.future.2024.03.012,Indexing scheme
10.1016/j.future.2024.03.012,Main memory
10.1016/j.future.2024.03.012,Multi-versioning
10.1016/j.future.2024.03.012,Prefetching
10.1145/3593856.3595905,access control
10.1145/3593856.3595905,database-backed applications
10.12694/scpe.v25i1.2296,Chinese education
10.12694/scpe.v25i1.2296,DBN-BP algorithm
10.12694/scpe.v25i1.2296,Emotional characteristics
10.12694/scpe.v25i1.2296,International teaching
10.12694/scpe.v25i1.2296,Speech database
10.1109/TCSS.2024.3374642,Adverse event (AE)
10.1109/TCSS.2024.3374642,Databases
10.1109/TCSS.2024.3374642,Drugs
10.1109/TCSS.2024.3374642,FDA
10.1109/TCSS.2024.3374642,Implants
10.1109/TCSS.2024.3374642,Machine learning algorithms
10.1109/TCSS.2024.3374642,Manufacturer and User Facility Device Experience (MAUDE) database
10.1109/TCSS.2024.3374642,Medical devices
10.1109/TCSS.2024.3374642,natural language processing (NLP)
10.1109/TCSS.2024.3374642,Pain
10.1109/TCSS.2024.3374642,regulatory science
10.1109/TCSS.2024.3374642,spinal cord stimulator (SCS)
10.1109/VCIP59821.2023.10402756,Blind Image Quality Assessment (BIQA)
10.1109/VCIP59821.2023.10402756,Filter Pruning
10.1109/VCIP59821.2023.10402756,Model Compression
10.1080/15472450.2022.2106564,Crowdsourced probe vehicle data
10.1080/15472450.2022.2106564,machine learning
10.1080/15472450.2022.2106564,pre-crash traffic dynamics
10.1080/15472450.2022.2106564,real-time crash risk prediction
10.1080/15472450.2022.2106564,rear-end crash
10.1016/j.bspc.2023.105615,Multi-task learning
10.1016/j.bspc.2023.105615,Signal reconstruction
10.1016/j.bspc.2023.105615,Single-channel EEG
10.1016/j.bspc.2023.105615,Sleep staging
10.1016/j.bspc.2023.105615,Time series segmentation
10.1016/j.csbj.2023.11.024,Cell heterogeneity
10.1016/j.csbj.2023.11.024,Cell to cell communication
10.1016/j.csbj.2023.11.024,Multi-method automatic cell-type annotation
10.1016/j.csbj.2023.11.024,Single cell integration database
10.1016/j.patcog.2023.110170,Attention mechanism
10.1016/j.patcog.2023.110170,Database
10.1016/j.patcog.2023.110170,Multi-view finger vein recognition
10.1016/j.patcog.2023.110170,Transformer
10.1016/j.bspc.2023.105611,Bioinformatic analysis
10.1016/j.bspc.2023.105611,Cerebral aneurysms
10.1016/j.bspc.2023.105611,Drug
10.1016/j.bspc.2023.105611,Machine-learning strategies
10.1016/j.bspc.2023.105611,Rupture
10.1145/3640824.3640869,database
10.1145/3640824.3640869,evolutionary algorithm
10.1145/3640824.3640869,query perception
10.1145/3640824.3640869,reinforcement learning
10.1145/3640824.3640869,tuning parameters
10.1109/CIPAE60493.2023.00081,big data analysis
10.1109/CIPAE60493.2023.00081,hash encryption algorithm
10.1109/CIPAE60493.2023.00081,Hub airport
10.1109/CIPAE60493.2023.00081,information security
10.1109/CIPAE60493.2023.00081,safety monitoring platform
10.1109/CIPAE60493.2023.00081,situational awareness
10.1016/j.compbiomed.2024.108256,Biomarker
10.1016/j.compbiomed.2024.108256,ncRS database
10.1016/j.compbiomed.2024.108256,Non-coding RNA
10.1016/j.compbiomed.2024.108256,Pathogenesis
10.1016/j.compbiomed.2024.108256,Sepsis
10.1145/3577193.3593734,array database
10.1145/3577193.3593734,scientific data management
10.1145/3577193.3593734,versioning
10.1145/3606843.3606859,classification
10.1145/3606843.3606859,Electrocardiogram
10.1145/3606843.3606859,long short-term memory
10.1145/3606843.3606859,residual network
10.1145/3606843.3606859,Squeeze-and-Excitation attention
10.1145/3543873.3587586,multiple hypothesis testing
10.1145/3543873.3587586,pattern mining
10.1145/3543873.3587586,significant pattern
10.1145/3543873.3587586,weighted pattern.
10.1007/s41019-023-00235-6,Database
10.1007/s41019-023-00235-6,Large language model
10.1016/j.eswa.2023.122050,Content awareness
10.1016/j.eswa.2023.122050,Error awareness
10.1016/j.eswa.2023.122050,Expansibility
10.1016/j.eswa.2023.122050,gMAD competition
10.1016/j.eswa.2023.122050,No-reference image quality assessment
10.1016/j.eswa.2023.122491,Fire resistance
10.1016/j.eswa.2023.122491,ML
10.1016/j.eswa.2023.122491,Reinforced concrete columns
10.1016/j.eswa.2023.122491,Stacking ensemble
10.1016/j.eswa.2023.122491,TVAE
10.1016/j.iswa.2024.200351,Artificial intelligence
10.1016/j.iswa.2024.200351,Machine-learning methods
10.1016/j.iswa.2024.200351,Speech emotion recognition
