title,abstract,pages,DOI,link,year
Query Execution Plans and Semantic Errors: Usability and Educational Opportunities,"Syntax errors are typically separated from semantic errors in query formulation, the former being detected by the database management system (DBMS), and the latter seemingly not. On the other hand, query execution plans are typically utilized in query optimization, and not interconnected with syntax errors, as a syntactically invalid query produces no execution plan. In this study, we show and argue for breaking the confound between execution plans and error messages for better query formulation usability and education. We show how several popular DBMSs detect semantic errors and complications in queries, yet often do not inform the user of such problems. This study is a demonstration of how decades old technology could be used more effectively in novel contexts of usability and software engineering education with little effort by showing query writers not merely syntax errors, but also semantic errors and complications detected by DBMSs. © 2023 Owner/Author.",-,10.1145/3544549.3585794,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158114517&doi=10.1145%2f3544549.3585794&partnerID=40&md5=ad94b43a23552312040e50e52d7d7197,2022
"Vector database management systems: Fundamental concepts, use-cases, and current challenges","Vector database management systems have emerged as an important component in modern data management, driven by the growing importance for the need to computationally describe rich data such as texts, images and video in various domains such as recommender systems, similarity search, and chatbots. These data descriptions are captured as numerical vectors that are computationally inexpensive to store and compare. However, the unique characteristics of vectorized data, including high dimensionality and sparsity, demand specialized solutions for efficient storage, retrieval, and processing. This narrative literature review provides an accessible introduction to the fundamental concepts, use-cases, and current challenges associated with vector database management systems, offering an overview for researchers and practitioners seeking to facilitate effective vector data management. © 2024 The Author",-,10.1016/j.cogsys.2024.101216,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185410189&doi=10.1016%2fj.cogsys.2024.101216&partnerID=40&md5=e266a48f26c78c0a4243133083ad7551,2024
Innovative Application of Visual Communication of Yi Lacquer Art under Internet Technology,"Based on archaeological and historical data, this paper firstly researches and explains the source and flow of Yi lacquer art in Liangshan and proposes the visual communication innovation strategy of Yi lacquer art. Secondly, it uses Internet technology to collect images of Yi lacquer art, grayscale them on the basis of obtaining images of Yi lacquer art, and then facilitates the adaptive threshold method to realize the conversion of the bitmap into a vector map. Then, considering that the visual database pattern resource of Yi lacquer art contains not only pattern information but also color information, we constructed the visual communication database of Yi lacquer art images and carried out an example analysis of the visual communication of Yi lacquer art images based on adaptive thresholding method. The results show that the accuracy, precision, and DSC of R-AMRFCM are improved by 0.0978, 0.4537, and 0.5436, respectively, compared with the GSRG algorithm in algorithmic analysis. In the analysis of Yi lacquer art communication behaviors, behavioral cognition (t=-4.108, p<0.01), behavioral habit (t=-3.090, p<0.01), behavioral intention (t =-2.848, p<0.01), emotional experience (t=-2.277p<0.05), subjective criteria (t=-4.241, p<0.01), and attitude towards Yi lacquer art communication (t=-5.268, p<0.01) are all significantly different. This study optimizes the details of Yi lacquer art dissemination in Internet technology and effectively promotes the visual dissemination and high-quality development of Yi lacquer art. © 2023 Ying Tan, published by Sciendo.",-,10.2478/amns.2023.2.01066,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175983876&doi=10.2478%2famns.2023.2.01066&partnerID=40&md5=3dd8928e4ae0042e9e0cb938146cd77e,2023
Towards Building the Next Generation Computation Engine,"In this poster, I first briefly introduce several system work in the Database Research Group at Southern University of Science and Technology, (i.e., DBGroup@SUSTech); I next present the key ideas of our on-going project, i.e., architecting the next generation computation engine, which is designed for data-intensive applications on heterogeneous computing environment.  © 2023 Owner/Author.",129-130,10.1145/3603165.3607435,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174239235&doi=10.1145%2f3603165.3607435&partnerID=40&md5=68bd48bc9c061ffa23c2b58d3db7c056,2023
Lysosome-related biomarkers in preeclampsia and cancers: Machine learning and bioinformatics analysis,"Background: Lysosomes serve as regulatory hubs, and play a pivotal role in human diseases. However, the precise functions and mechanisms of action of lysosome-related genes remain unclear in preeclampsia and cancers. This study aimed to identify lysosome-related biomarkers in preeclampsia, and further explore the biomarkers shared between preeclampsia and cancers. Materials and methods: We obtained GSE60438 and GSE75010 datasets from the Gene Expression Omnibus database, pre-procesed them and merged them into a training cohort. The limma package in R was used to identify the differentially expressed mRNAs between the preeclampsia and normal control groups. Differentially expressed lysosome-related genes were identified by intersecting the differentially expressed mRNAs and lysosome-related genes obtained from Gene Ontology and GSEA databases. Gene Ontology annotations and Kyoto Encyclopedia of Genes and Genomes enrichment analysis were performed using the DAVID database. The CIBERSORT method was used to analyze immune cell infiltration. Weighted gene co-expression analyses and three machine learning algorithm were used to identify lysosome-related diagnostic biomarkers. Lysosome-related diagnostic biomarkers were further validated in the testing cohort GSE25906. Nomogram diagnostic models for preeclampsia were constructed. In addition, pan-cancer analysis of lysosome-related diagnostic biomarkers were identified by was performed using the TIMER, Sangebox and TISIDB databases. Finally, the Drug-Gene Interaction, TheMarker and DSigDB Databases were used for drug-gene interactions analysis. Results: A total of 11 differentially expressed lysosome-related genes were identified between the preeclampsia and control groups. Three molecular clusters connected to lysosome were identified, and enrichment analysis demonstrated their strong relevance to the development and progression of preeclampsia. Immune infiltration analysis revealed significant immunity heterogeneity among different clusters. GBA, OCRL, TLR7 and HEXB were identified as lysosome-related diagnostic biomarkers with high AUC values, and validated in the testing cohort GSE25906. Nomogram, calibration curve, and decision curve analysis confirmed the accuracy of predicting the occurrence of preeclampsia based on OCRL and HEXB. Pan-cancer analysis showed that GBA, OCRL, TLR7 and HEXB were associated with the prognosis of patients with various tumors and tumor immune cell infiltration. Twelve drugs were identified as potential drugs for the treatment of preeclampsia and cancers. Conclusion: This study identified GBA, OCRL, TLR7 and HEXB as potential lysosome-related diagnostic biomarkers shared between preeclampsia and cancers. © 2024 Elsevier Ltd",-,10.1016/j.compbiomed.2024.108201,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186266101&doi=10.1016%2fj.compbiomed.2024.108201&partnerID=40&md5=a9ea01b4c06f346c77703aea75425cd4,2023
Development of computer application system and database testing based on data encryption technology,"In this paper, we use the MapReduce programming framework for the development of a computer application system and design the vision module, control module and transaction module of the system based on MVC architecture. Focusing on the encryption design of the database, the data stored in the database is chunked through the Map function, and all the chunking results are aggregated based on the Reduce function, and synchronized encryption of the database is combined with the Paillier homomorphic encryption algorithm. On this basis, the system environment is configured, and the application system developed in this paper is tested, focusing on exploring the stability of the database. The test results show that the decryption output time is 21s when the Paillier encryption algorithm is 200, and the first set of database peak is 76% of the server load, which is within the tolerable range. Security test on the database: the results show that the probability of an attack on all ports with a database security factor less than 6 is around 0.3. There is no significant difference, and the database test is good.  © 2023 Wei Tang, published by Sciendo.",-,10.2478/amns.2023.2.01665,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183331525&doi=10.2478%2famns.2023.2.01665&partnerID=40&md5=c321e2f2a800995f4a6bccfeeecf7238,2022
Research on Image Database Classification Method Based on MHPA,"Due to the image database size expanding, how to effectively classify and retrieve images has become an important research topic. This paper proposes an image database classification method based on a multi-step heuristic partitioning algorithm (MHPA) and convolutional neural network, aiming to improve the accuracy and efficiency of image classification, provide an overview of the principle and process of the MHPA and the methods and techniques for extracting features from images. Furthermore, this paper designs a system based on an MHPA and convolutional neural network, including image acquisition, preprocessing, and image classification modules. This paper describes the structure and parameters of the convolutional neural network model and the model training and optimization process. Finally, this paper verifies the effectiveness and superiority of this method through experiments, analyzes the experimental results, and gives conclusions and prospects.  © 2023 IEEE.",292-298,10.1109/ICEDCS60513.2023.00059,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182604785&doi=10.1109%2fICEDCS60513.2023.00059&partnerID=40&md5=0eff879da6e7a4bff6d6337d71464f5d,2021
UltraCytomic: A cross-scale exploration to improve risk estimation of the malignant thyroid nodule,"Initial estimation of the thyroid nodule malignancy mainly relies on the analysis of ultrasound images, but cytology confirmation is always required. Despite clinical decision guides, final criteria evaluation is still prone to subjectivity in both, ultrasound and cytology. Recently, artificial intelligence has been applied to identify malignant thyroid nodules with outstanding results in both image modalities. However, these automatic models have been separately developed either to ultrasound or cytology, ignoring coupled relations which are commonly used by physicians in clinical practice. Malignancy prediction is herein improved by concatenating relevant cytology and ultrasound image features and then used to obtain coupled models. The proposed approach is challenged with 314 patients, coming from two independent databases containing either only ultrasound or coupled ultrasound-cytology images. Basically, the most relevant ultrasound features were selected from the first image database with only ultrasound information (299 patients and 650 thyroid nodules). Afterward, malignancy prediction was improved in a second independent database composed of patient-coupled thyroid/ultrasound images (40 nodules, eight malignant, from 15 patients). The obtained results show that the model trained with coupled information outperformed the one trained with only ultrasound, i.e. accuracy and fl-score were respectively 0.80 and 0.77 when ultrasound and cytology were combined, compared to the respective 0.67 and 0.63 obtained with only ultrasound.  © 2023 IEEE.",-,10.1109/SIPAIM56729.2023.10373523,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183463773&doi=10.1109%2fSIPAIM56729.2023.10373523&partnerID=40&md5=3908268deef1fea312912447f6850251,2021
PMechDB: A Public Database of Elementary Polar Reaction Steps,"Most online chemical reaction databases are not publicly accessible or are fully downloadable. These databases tend to contain reactions in noncanonicalized formats and often lack comprehensive information regarding reaction pathways, intermediates, and byproducts. Within the few publicly available databases, reactions are typically stored in the form of unbalanced, overall transformations with minimal interpretability of the underlying chemistry. These limitations present significant obstacles to data-driven applications including the development of machine learning models. As an effort to overcome these challenges, we introduce PMechDB, a publicly accessible platform designed to curate, aggregate, and share polar chemical reaction data in the form of elementary reaction steps. Our initial version of PMechDB consists of over 100,000 such steps. In the PMechDB, all reactions are stored as canonicalized and balanced elementary steps, featuring accurate atom mapping and arrow-pushing mechanisms. As an online interactive database, PMechDB provides multiple interfaces that enable users to search, download, and upload chemical reactions. We anticipate that the public availability of PMechDB and its standardized data representation will prove beneficial for chemoinformatics research and education and the development of data-driven, interpretable models for predicting reactions and pathways. PMechDB platform is accessible online at https://deeprxn.ics.uci.edu/pmechdb. © 2024 The Authors. Published by American Chemical Society",1975-1983,10.1021/acs.jcim.3c01810,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187982624&doi=10.1021%2facs.jcim.3c01810&partnerID=40&md5=2d5bb590a340e3cded5e8699edc6f956,2021
Human factors in software development: A study on database systems adoption by developers.,"Ease of use and usability of tools and programming languages used in software development has been a topic of interest of the field of human-computer interaction. Various studies have examined these technologies from the point of view of the user, focusing either in general purpose programming languages, or specific tools. The area of database design and development and the adopted data models and tools is of high importance for most modern information systems, as the explosion of data generation has triggered a rapid development in databases. So, an interesting research question is to investigate the factors that influence practitioners in adopting database models and tools today. Factors to be considered relate to business, organizational and social factors, as well as the usability of the tools and representations used. In this explorative study we investigate (1) choices by professionals in relation to different types of projects (2) the criteria programmers use when selecting technological models; (3) possible reasons for reluctance in adoption; and (4) Perception of different models. The research is based on interviews with 9 professional developers in both their work as independent consultants and in corporate environments. The results revealed a strong influence of background knowledge acquired during university studies and experience as well as other social and organizational factors that influence technology selection by IT professionals concerned. © 2023 ACM.",-,10.1145/3609987.3609994,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174495996&doi=10.1145%2f3609987.3609994&partnerID=40&md5=0a8984e019d7dbda06021f4555e19065,2024
Automated face recognition system for smart attendance application using convolutional neural networks,"In this paper, a touch less automated face recognition system for smart attendance application was designed using convolutional neural network (CNN). The presented touch less smart attendance system is useful for offices and college’s attendance applications with this the spread of covid-19 type viruses can be restrict. The CNN was trained with dedicated database of 1890 faces with different illumination levels and rotate angles of total 30 targeted classes. A CNN performance analysis was done with 9-layer and 11-layer with different activation functions i.e., Step, Sigmoid, Tanh, softmax, and ReLu. An 11-layer CNN with ReLu activation function offers an accuracy of 96.2% for the designed face database. The system is capable to detect multiple faces from test images using Viola Jones algorithm. Eventually, a web application was designed which helps to monitor the attendance and to generate the report. © The Author(s), under exclusive licence to Springer Nature Singapore Pte Ltd. 2024.",162-178,10.1007/s41315-023-00310-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181873617&doi=10.1007%2fs41315-023-00310-1&partnerID=40&md5=b98b5e7b5a303c81e8ee73fa6801b8e7,2021
MChemID: Android Application for Chemical Reactions using Speech Recognition,"In the ever-evolving field of chemistry, the need for efficient and user-friendly tools to identify chemical reactions has become crucial. mChemID, a mobile application that leverages speech recognition technology to enable users to input chemical elements verbally and retrieve corresponding reactions from a cloud-based database, streamlining the learning process for students, educators, and researchers. It utilizes speech recognition technology to identify chemical reactions by the speech input as chemical elements. Objective: The primary objective is to develop a user-friendly mobile application, mChemID, that utilizes speech recognition technology to assist individuals in identifying chemical reactions by chemical elements through voice input. The application aims to provide a convenient and efficient tool for users to retrieve chemical symbols and corresponding reactions from a cloud-based database. Methodology: The Android platform's built-in speech recognition functionality is used to verbally input chemical element names. Google's speech-to-text service is used for transcription, ensuring accurate recognition. The application's design and development are carried out using Android Studio, a popular development environment for Android applications. Cloud-based connectivity is integrated into the application to fetch and access the required chemical reaction data from a central database. Outcome: The mChemID offers a user-friendly and efficient means to facilitate and simplify the understanding and study of chemical reactions, contributing to the advancement of chemical knowledge and research.  © 2023 IEEE.",-,10.1109/ICACIC59454.2023.10435349,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186759040&doi=10.1109%2fICACIC59454.2023.10435349&partnerID=40&md5=f79e47b359a0a9fa36d4be7045dd7b33,2021
Construction of Digital Case Base System Based on DB2 Database,"DB2 database supports from mainframe to single-user environment, and makes database localization and remote connection transparent, simplifies the operation and maintenance process of database system, and has become the most important platform for data storage and processing of mainframe system. Digital teaching resources simplify the knowledge and teaching difficulties through multimedia devices, making the communication and interaction between teachers and students more convenient. Teaching case base is one of the digital teaching resources, and the construction of digital teaching case base for recitation based on DB2 database meets the needs of teaching reform and development in the information age. The DB2 object architecture and DB2 Viper architecture are analysed, the database design and functional design of digital teaching case base system for recitation are carried out, and the specific application scheme is proposed. © 2023 Elsevier B.V.. All rights reserved.",1187-1194,10.1016/j.procs.2023.11.108,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184135494&doi=10.1016%2fj.procs.2023.11.108&partnerID=40&md5=cecaeff2e465a0ede4ac79e7dd7a2b6b,2023
Transformer 4.0 - A Smart Transformer for a Smarter Living,"Traditional transformers are not equipped with sophisticated monitoring and control features, which limits their ability to operate and maintain efficiently. The suggested system, which can be adapted to the current Distribution transformers in India, has been developed for 2% of the estimated cost of the newer Smart Transformers on the market, which cost a staggering 10 lakhs. This project focuses on turning ordinary transformers into smart devices by integrating the Raspberry Pi 4B, the Arduino Mega 2560, and Heltec ESP32, which includes Wifi, LoRa, and Bluetooth in addition to an OLED panel that provides additional functionality to the task. The three boards are primarily separated into three distinct subsystems, with the Raspberry Pi serving as the primary computer and the other two separate boards / subsystems serving as backup devices in case of unanticipated events. several sensors, including the DHT 11, GPS, Accelerometer for detecting tremors and accidents, the BMP280 for altitude and pressure sensing within the oil chamber, the HCSR04 for monitoring the oil level, and the Camera Module for transmitting data over the internet. The database is managed by an active DBMS that has been combined with an RFID scanner and a biometric fingerprint sensor for security reasons. Wi- Fi and LoRa protocols have been used to allow for distant communication while keeping the system operational round-the-clock. On the Raspberry Pi, a clever method of transmitting Push notifications to all devices, including Smart phones, PCs, tablets, and different Smart devices, has been implemented in order to save costs and eliminate GSM maintenance. For offline data logging, a USB device has been programmed to capture the data on a Raspberry Pi that serves as a 'Blackbox,' and an SD card using SPI communication interfaced with an Arduino MEGA is very effective to understand the working statistics of the Smart Transformer. Additionally, by using a GPS module, it aids in the identification of power theft and transmits the information to local authorities. Last but not least, this job makes use of cutting-edge boards for highly effective, power-efficient, accurate, and dependable working. Cloud services from ThingSpeak and Adafruit have been enabled with certificates that have been encrypted and decoded, as well as the use of the 8883 TCP port for safe Client communication on the MQTT protocol. With better maintenance procedures and less downtime, this makes it possible to proactively identify probable problems and abnormalities.  © 2023 IEEE.",-,10.1109/CISCT57197.2023.10351417,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182924021&doi=10.1109%2fCISCT57197.2023.10351417&partnerID=40&md5=bd0098427540aca27b9c789302397adc,2023
A rigorous possibility approach for the geotechnical reliability assessment supported by external database and local experience,"Reliability analyses based on probability theory are widely applied in geotechnical engineering, and several analytical or numerical methods have been built upon the concept of failure occurrence. Nevertheless, common geotechnical engineering real-world problems deal with scarce or sparse information where experimental data are not always available to a sufficient extent and quality to infer a reliable probability distribution function. This paper rigorously combines Fuzzy Clustering and Possibility Theory for deriving a data-driven, quantitative, reliability approach, in addition to fully probability-oriented assessments, when useful but heterogeneous sources of information are available. The proposed non-probabilistic approach is mathematically consistent with the failure probability, when ideal random data are considered. Additionally, it provides a robust tool to account for epistemic uncertainties when data are uncertain, scarce, and sparse. The Average Cumulative Function transformation is used to obtain possibility distributions inferred from the fuzzy clustering of an indirect database. Target Reliability Index Values, consistent with the prescribed values provided by Eurocode 0, are established. Moreover, a Degree of Understanding tier system based on the practitioner's local experience is also proposed. The proposed methodology is detailed and discussed for two numerical examples using national-scale databases, highlighting the potential benefits compared to traditional probabilistic approaches. © 2023 The Author(s)",-,10.1016/j.compgeo.2023.105967,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179121540&doi=10.1016%2fj.compgeo.2023.105967&partnerID=40&md5=fdeb81d972a001026711801d359f0a82,2023
Emotion Recognition to Support Personalized Therapy: An Approach Based on a Hybrid Architecture of CNN and Random Forest,"Emotions play an important role in the life of any human being, directly influencing communication and social interaction. In recent years, personalized medicine has stood out due to its ability to improve medical practice. Through processing patient data, it is possible to create strategies to individualize their care, from diagnosis to therapeutic practices. Focusing on customization of therapeutic practices, we believe that emotion recognition systems through facial expressions can contribute, especially for patients who have difficulties expressing emotions due to several reasons, including pathologies. Identifying wishes and desires during therapy through these systems can help the therapist assertively customize their approach. Aiming to contribute in this field, we developed a hybrid architecture for emotion recognition through facial expressions based on a pre-trained Convolutional Neural Network (CNN) used for feature extraction, and a Random Forest, responsible for classifying emotions. As novelty, our model was trained with a database created by combining four well studied databases (i.e.: FER-2013, Chicago Face Database, KDEF and Yale Face), what we called complete database. The proposed method achieved 70.52% accuracy in the training/validation stage and 82.92% in testing, despite all the variability between images from the different databases. © 2023 IEEE.",-,10.1109/LA-CCI58595.2023.10409408,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185217518&doi=10.1109%2fLA-CCI58595.2023.10409408&partnerID=40&md5=7c5c3966c563a19ad5e724f7bc3d83a3,2023
Efficient Braille Transformation for Secure Password Hashing,"In this work, we propose a novel approach to enhancing the security of passwords before storing them in databases. Our method utilizes Braille transformation to encrypt the password after generating the corresponding hash. The hash is divided into multiple blocks, each representing a character treated as a transformation unit. Each character is then associated with its corresponding Braille code, which consists of 6 digits. To further enhance security, we randomly replace each occurrence of '0' in the generated string with one of the digits 7, 8, or 9. The final string, six times larger than the original hash, is then stored in the database. To evaluate our approach, we conducted several experiments and comparisons. The results demonstrate that Braille transformation is resistant to brute-force attacks, statistical attacks, and differential attacks. These results were justified using various evaluation criteria, such as execution time and memory space occupied. Braille transformation is susceptible to any modification made to the hash or the generated string, further reinforcing its security. Our Braille-based approach offers an effective solution to strengthen the security of database passwords. It provides advantages in terms of protection against different attacks and offers a robust evaluation based on relevant criteria.  © 2013 IEEE.",5212-5221,10.1109/ACCESS.2024.3349487,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181572648&doi=10.1109%2fACCESS.2024.3349487&partnerID=40&md5=b41a2617777aeaae9efeeb2037dea72a,2021
SINGLE BUILDING POINT CLOUD SEGMENTATION: TOWARDS URBAN DATA MODELING AND MANAGEMENT,"To manage urban areas, a key step is the development of a geometric survey and its subsequent analysis and processing in order to provide useful information, and to become a good basis for urban modeling. Surveys of urban areas can be developed with various technologies, such as Aerial Laser Scanning, Unmanned Aerial Systems photogrammetry, and Mobile Mapping Systems. To make the resulting point clouds useful for subsequent steps, it is necessary to segment them into classes representing urban elements. On the other hand, there are 2D land representations that provide a variety of information related to the elements in the urban environment, which are linked to databases that have information content related to them. In this context, the element identified as interesting for urban management of the built heritage is the individual building unit. This paper presents an automated method for using map datasets to segment individual building units on a point cloud of an urban area. A unique number is then assigned to the segmented points, linking them directly to the corresponding element in the map database. The resulting point cloud thus becomes a container of the information in the map database, and a basis for possible city modeling. The method was successfully tested on the historic city of Sabbioneta (northern Italy), using two point clouds, one obtained through the use of a Mobile Mapping System and one obtained with Unmanned Aerial System photogrammetry. Two cartographic databases were used, one opensource (OpenStreetMap) and one provided by the regional authorities (regional cartographic database). © Author(s) 2023. CC BY 4.0 License.",511-516,10.5194/isprs-archives-XLVIII-1-W1-2023-511-2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162166534&doi=10.5194%2fisprs-archives-XLVIII-1-W1-2023-511-2023&partnerID=40&md5=4c27d0ae2b1c12f6621ec2229c764983,2021
"Analysis of chiral oxirane molecules in preparation for next generation telescopes: A review, new analysis, & a chiral molecule database","Human biology has a preference for left-handed chiral molecules and an outstanding question is if this is imposed through astrophysical origins. We aim to evaluate the known information about chiral molecules within astrophysical and astrochemical databases, evaluate chemical modeling accuracy, and use high-level CCSD(T) calculations to characterize propylene oxide and other oxirane variants. By comparing these computational values with past laboratory experiments, we find a 99.9% similarity. We also have put together a new database dedicated to chiral molecules and variants of chiral molecules to assist in answering this question. © 2024 The Author(s)",-,10.1016/j.ascom.2024.100791,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184521774&doi=10.1016%2fj.ascom.2024.100791&partnerID=40&md5=8aba9367562c2762de8e63f3eb04cf93,2024
An efficient method for mining High-Utility itemsets from unstable negative profit databases,"The study of High-Utility Itemset Mining (HUIM) and Frequent Itemset Mining (FIM) is crucial since it explains consumer behavior and offers actionable advice to improve business results. HUIM algorithms have been successfully established to identify high-utility itemsets, including those with negative utilities. The problem with these approaches is that they presume incorrectly that items with negative utility across transactions would always be losses. Products with positive profitability may seem negative when combined with other items to increase sales or reduce inventory. Using strict upper-bound approaches, this paper presents strategies for making database scanning more efficient and reducing the number of prospective candidates. We also prove that it is correct to use the proposed upper-bounds for pruning on several types of items in the database. Based on all the proposed solutions, we develop a novel algorithm to solve this problem efficiently. To demonstrate their efficiency, the algorithms are tested against states-of-art HUIM algorithm on diverse datasets with regard to size and characteristics with unstable negative profits. © 2023 Elsevier Ltd",-,10.1016/j.eswa.2023.121489,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171785616&doi=10.1016%2fj.eswa.2023.121489&partnerID=40&md5=edd9f48628bac246d006c2d9ace70a6f,2021
CalD3r and MenD3s: Spontaneous 3D facial expression databases,"In the last couple of decades, the research on 3D facial expression recognition has been fostered by the creation of tailored databases containing prototypical expressions of different individuals and by the advances in cost effective acquisition technologies. Though, most of the currently available databases consist of exaggerated facial expressions, due to the imitation principle which they rely on. This makes these databases only partially employable for real world applications such as human-computer interaction for smart products and environments, health, and industry 4.0, as algorithms learn on these ‘inflated’ data which do not respond to ecological validity requirements. In this work, we present two novel 2D + 3D spontaneous facial expression databases of young adults with different geographical origin, in which emotions have been evoked thanks to affective images of the acknowledged IAPS and GAPED databases, and verified with participants’ self-reports. To the best of our knowledge, these are the first three-dimensional facial databases with emotions elicited by validated affective stimuli. © 2023 Elsevier Inc.",-,10.1016/j.jvcir.2023.104033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181889155&doi=10.1016%2fj.jvcir.2023.104033&partnerID=40&md5=56671bf4a68d80e1903e080d937ea4f2,2021
Detecting Robustness against MVRC for Transaction Programs with Predicate Reads,"The transactional robustness problem revolves around deciding whether, for a given workload, a lower isolation level than Serializable is sufficient to guarantee serializability. The paper presents a new characterization for robustness against isolation level (multi-version) Read Committed. It supports transaction programs with control structures (loops and conditionals) and inserts, deletes, and predicate reads - scenarios that trigger the phantom problem, which is known to be hard to analyze in this context. The characterization is graph-theoretic and not unlike previous decision mechanisms known from the concurrency control literature that database researchers and practicians are comfortable with. We show experimentally that our characterization pushes the frontier in allowing to recognize more and more complex workloads as robust than before. © 2023 Copyright held by the owner/author(s)",565-577,10.48786/edbt.2023.48,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162167654&doi=10.48786%2fedbt.2023.48&partnerID=40&md5=781de78088d0edbd898272cf933f1942,2023
Allocating Isolation Levels to Transactions in a Multiversion Setting,"A serializable concurrency control mechanism ensures consistency for OLTP systems at the expense of a reduced transaction throughput. A DBMS therefore usually offers the possibility to allocate lower isolation levels for some transactions when it is safe to do so. However, such trading of consistency for efficiency does not come with any safety guarantees. In this paper, we study the mixed robustness problem which asks whether, for a given set of transactions and a given allocation of isolation levels, every possible interleaved execution of those transactions that is allowed under the provided allocation is always serializable. That is, whether the given allocation is indeed safe. While robustness has already been studied in the literature for the homogeneous setting where all transactions are allocated the same isolation level, the heterogeneous setting that we consider in this paper, despite its practical relevance, has largely been ignored. We focus on multiversion concurrency control and consider the isolation levels that are available in Postgres and Oracle: read committed (RC), snapshot isolation (SI) and serializable snapshot isolation (SSI). We show that the mixed robustness problem can be decided in polynomial time. In addition, we provide a polynomial time algorithm for computing the optimal robust allocation for a given set of transactions, prioritizing lower over higher isolation levels. The present results therefore establish the groundwork to automate isolation level allocation within existing databases supporting multiversion concurrency control.  © 2023 ACM.",69-78,10.1145/3584372.3588672,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164273094&doi=10.1145%2f3584372.3588672&partnerID=40&md5=2858397d7c595887fa3acf3aa659d434,2023
A framework for the prioritization of industry 4.0 and lean manufacturing technologies based on network theory,"Purpose: The purpose of this paper is to present a practical data-based framework for the prioritization of investment in manufacturing technologies, methods and tools, and to demonstrate its applicability and practical relevance through two case studies of manufacturing firms of different industrial segments. Design/methodology/approach: The proposed framework is based on network theory applied on technology adoption. For this, the database of Industry 4.0 maturity assessments of SENAI was used to develop data visualization tools named “Technology Networks”. Thus, this study is descriptive research with correlational design. Besides, the framework was applied in two companies and semi-structured interviews were carried out with domain experts. Findings: The technology networks highlight the technological adoption patterns of six industrial segments, by considering the answers of 863 Brazilian companies. In general, less sophisticated technologies were positioned in the center of the networks, which facilitates the visualization of adoption paths. Moreover, the networks presented a well-balanced adoption scenario of Industry 4.0 related technologies and lean manufacturing methods and tools. Research limitations/implications: Since the database was not built under an experimental design, it is not expected to make statistical inferences about the variables. Furthermore, the decision to use an available database prevented the editing or inclusion of technologies. Besides, it is estimated that the technology networks given have few years for obsolescence due to the fast pace of technological development. Practical implications: The framework is a tool that may be used by practicing manufacturing managers and entrepreneurs for taking assertive decisions regarding the adoption of manufacturing technologies, methods and tools. The proposition of using network theory to support decision making on this topic may lead to further studies, developments and adaptations of the framework. Originality/value: This paper addresses the topics of lean manufacturing and Industry 4.0 in an unprecedented way, by quantifying the adoption of its technologies, methods and tools and presenting it in network visualizations. The main value of this paper is the comprehensive framework that applies the technology networks for supporting decision making regarding technology adoption. © 2023, Emerald Publishing Limited.",95-118,10.1108/JMTM-03-2023-0114,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176950851&doi=10.1108%2fJMTM-03-2023-0114&partnerID=40&md5=57573a9b4340b62152bfb2e0728fab86,2021
